ItemNum,Description,Fee,DerivedFee
38680,"Cardiac tumour arising from ventricular myocardium, full thickness excision of including repair or reconstruction, other than a service associated with a service to which item 11704, 11705, 11707, 11714, 18260, 33824, 38816, 38828 or 45503 applies (H) (Anaes.) (Assist.)",2781.75,
38700,"Patent ductus arteriosus, shunt, collateral or other single large vessel, division or ligation of, without cardiopulmonary bypass, for congenital heart disease, other than a service associated with a service to which item 11704, 11705, 11707, 11714, 18260, 33824, 38816, 38828 or 45503 applies (H) (Anaes.) (Assist.)",1245.15,
38703,"Patent ductus arteriosus, shunt, collateral or other single large vessel, division or ligation of, with cardiopulmonary bypass, for congenital heart disease, other than a service associated with a service to which item 11704, 11705, 11707, 11714, 18260, 33824, 38816, 38828 or 45503 applies (H) (Anaes.) (Assist.)",2252.25,
38706,"Aorta, anastomosis or repair of, without cardiopulmonary bypass, for congenital heart disease, other than a service associated with a service to which item 11704, 11705, 11707, 11714, 18260, 33824, 38816, 38828 or 45503 applies (H) (Anaes.) (Assist.)",2125.95,
38709,"Anastomosis or repair of aorta, with cardiopulmonary bypass, for congenital heart disease, other than a service associated with a service to which item 11704, 11705, 11707, 11714, 18260, 33824, 38816, 38828 or 45503 applies (H) (Anaes.) (Assist.)",2506.20,
38715,"Main Pulmonary Artery, banding, debanding or repair of, without cardiopulmonary bypass, for congenital heart disease, other than a service associated with a service to which item 11704, 11705, 11707, 11714, 18260, 33824, 38816, 38828 or 45503 applies (H) (Anaes.) (Assist.)",1990.55,
38718,"Banding, debanding or repair of main pulmonary artery, with cardiopulmonary bypass, for congenital heart disease, other than a service associated with a service to which item 11704, 11705, 11707, 11714, 18260, 33824, 38816, 38828 or 45503 applies (H) (Anaes.) (Assist.)",2517.75,
38721,"Vena Cava, anastomosis or repair of, without cardiopulmonary bypass, for congenital heart disease, other than a service associated with a service to which item 11704, 11705, 11707, 11714, 18260, 33824, 38816, 38828 or 45503 applies (H) (Anaes.) (Assist.)",1745.05,
38724,"Vena cava, anastomosis or repair of, with cardiopulmonary bypass, for congenital heart disease, other than a service associated with a service to which item 11704, 11705, 11707, 11714, 18260, 33824, 38816, 38828 or 45503 applies (H) (Anaes.) (Assist.)",2538.90,
38727,"Anastomosis or repair of intrathoracic vessels, without cardiopulmonary bypass, performed as a primary procedure, other than a service to which item 11704, 11705, 11707, 11714, 18260, 33824, 38700, 38703, 38706, 38709, 38715, 38718, 38721, 38724, 38816, 38828 or 45503 applies (H) (Anaes.) (Assist.)",1745.05,
38730,"Anastomosis or repair of intrathoracic vessels, with cardiopulmonary bypass, performed as a primary procedure, other than a service to which item 11704, 11705, 11707, 11714, 18260, 33824, 38700, 38703, 38706, 38709, 38715, 38718, 38721, 38724, 38816, 38828 or 45503 applies (H) (Anaes.) (Assist.)",2490.10,
38733,"Systemic pulmonary or Cavo-pulmonary shunt, creation of, without cardiopulmonary bypass, for congenital heart disease, other than a service associated with a service to which item 11704, 11705, 11707, 11714, 18260, 33824, 38816, 38828 or 45503 applies (H) (Anaes.) (Assist.)",1745.05,
38736,"Systemic pulmonary or Cavo-pulmonary shunt, creation of, with cardiopulmonary bypass, for congenital heart disease, other than a service associated with a service to which item 11704, 11705, 11707, 11714, 18260, 33824, 38816, 38828 or 45503 applies (H) (Anaes.) (Assist.)",2490.10,
38739,"Atrial septectomy, with or without cardiopulmonary bypass, for congenital heart disease, other than a service associated with a service to which item 11704, 11705, 11707, 11714, 18260, 33824, 38816, 38828 or 45503 applies (H) (Anaes.) (Assist.)",2283.25,
38742,"Atrial septal defect, closure by open exposure and direct suture or patch, for congenital heart disease in a patient with documented evidence of right heart overload or paradoxical embolism, other than a service associated with a service to which item 11704, 11705, 11707, 11714, 18260, 33824, 38816, 38828 or 45503 applies (H) (Anaes.) (Assist.)",2244.65,
38745,"Intra-atrial baffle, insertion of, for congenital heart disease, other than a service associated with a service to which item 11704, 11705, 11707, 11714, 18260, 33824, 38816, 38828 or 45503 applies (H) (Anaes.) (Assist.)",2490.10,
38748,"Ventricular septectomy, for congenital heart disease, other than a service associated with a service to which item 11704, 11705, 11707, 11714, 18260, 33824, 38816, 38828 or 45503 applies (H) (Anaes.) (Assist.)",2490.10,
38751,"Ventricular septal defect, closure by direct suture or patch, other than a service associated with a service to which item 11704, 11705, 11707, 11714, 18260, 33824, 38816, 38828 or 45503 applies (H) (Anaes.) (Assist.)",2490.10,
38754,"Intraventricular baffle or conduit, insertion of, for congenital heart disease, other than a service associated with a service to which item 11704, 11705, 11707, 11714, 18260, 33824, 38816, 38828 or 45503 applies (H) (Anaes.) (Assist.)",3117.05,
38757,"Extracardiac conduit, insertion of, for congenital heart disease, other than a service associated with a service to which item 11704, 11705, 11707, 11714, 18260, 33824, 38816, 38828 or 45503 applies (H) (Anaes.) (Assist.)",2490.10,
38760,"Extracardiac conduit, replacement of, for congenital heart disease, other than a service associated with a service to which item 11704, 11705, 11707, 11714, 18260, 33824, 38816, 38828 or 45503 applies (H) (Anaes.) (Assist.)",2490.10,
38764,"Ventricular myectomy, for relief of right or left ventricular obstruction, other than a service associated with a service to which item 11704, 11705, 11707, 11714, 18260, 33824, 38816, 38828 or 45503 applies (H) (Anaes.) (Assist.)",2490.10,
38766,"Ventricular augmentation, right or left, for congenital heart disease, other than a service associated with a service to which item 11704, 11705, 11707, 11714, 18260, 33824, 38816, 38828 or 45503 applies (H) (Anaes.) (Assist.)",2490.10,
38800,"THORACIC CAVITY, aspiration of, for diagnostic purposes, not being a service associated with a service to which item 38803 applies",44.90,
38803,"THORACIC CAVITY, aspiration of, with therapeutic drainage (paracentesis), with or without diagnostic sample",89.70,
38812,PERCUTANEOUS NEEDLE BIOPSY of lung (Anaes.),244.00,
38815,"Thoracoscopy, with or without division of pleural adhesions, with or without biopsy, including insertion of intercostal catheter where necessary, other than a service associated with: (a) a service to which item 18258, 18260 or 38828 applies; or (b) a service to which item 38816 applies that is performed on the same lung (H) (Anaes.) (Assist.)",291.30,
38816,"Thoracotomy, exploratory, with or without biopsy, including insertion of an intercostal catheter where necessary, other than a service associated with: (a) a service to which item 18258, 18260 or 38828 applies; or (b) a service to which item 38815 applies that is performed on the same lung (H) (Anaes.) (Assist.)",1118.05,
38817,"Thoracotomy, thoracoscopy or sternotomy, by any procedure: (a) including any division of adhesions if the time taken to divide the adhesions exceeds 30 minutes; and (b) other than a service associated with a service to which item 11704, 11705, 11707, 11714, 18258, 18260, 33824, 38815, 38816, 38818, 38828 or 45503 applies (H) (Anaes.) (Assist.)",1757.60,
38818,"Thoracotomy, thoracoscopy or median sternotomy for post operative bleeding, other than a service associated with a service to which item 11704, 11705, 11707, 11714, 18258, 18260, 33824, 38815, 38816, 38817, 38828 or 45503 applies (H) (Anaes.) (Assist.)",1118.05,
38820,"Lung, wedge resection of, other than a service associated with a service to which item 18258, 18260, 38815, 38816, 38820, 38821 or 38828 applies (H) (Anaes.) (Assist.)",1338.30,
38821,"Lung, wedge resection of, 2 or more wedges, other than a service associated with a service to which item 18258, 18260, 38815, 38816, 38820 or 38828 applies (H) (Anaes.) (Assist.)",2007.45,
38822,"Pneumonectomy, lobectomy, bilobectomy or segmentectomy, other than a service associated with a service to which item 18258, 18260, 38815, 38816, 38823, 38824 or 38828 applies (H) (Anaes.) (Assist.)",1787.15,
38823,"Radical lobectomy, pneumonectomy, bilobectomy, segmentectomy or formal mediastinal node dissection (greater than 4 nodes), other than a service associated with a service to which item 18258, 18260, 38815, 38816, 38822, 38824 or 38828 applies (H) (Anaes.) (Assist.)",2208.15,
38824,"Segmentectomy, lobectomy, bilobectomy or pneumonectomy, including resection of chest wall, diaphragm, pericardium, and formal mediastinal node dissection (greater than 4 nodes), other than a service associated with a service to which item 18258, 18260, 38815, 38816, 38822, 38823 or 38828 applies (H) (Anaes.) (Assist.)",2760.20,
38828,"Intercostal drain, insertion of: (a) not involving resection of rib; and (b) excluding aftercare; and (c) other than a service associated with a service to which item 38815, 38816, 38829, 38830, 38831, 38832, 38833 or 38834 applies (Anaes.)",155.85,
38829,"Intercostal drain, insertion of, with pleurodesis: (a) not involving resection of rib; and (b) excluding aftercare; and (c) other than a service associated with a service to which item 38815, 38816, 38828, 38830, 38831, 38832, 38833 or 38834 applies (H) (Anaes.)",192.00,
38830,"Empyema, radical operation for, involving resection of rib, other than a service associated with a service to which item 38828, 38829, 38831, 38832, 38833 or 38834 applies (H) (Anaes.) (Assist.)",465.90,
38831,"Thoracoscopy or thoracotomy and drainage of paraneumonic effusion and empyema, exploratory, with or without biopsy, other than a service associated with a service to which item 18258, 18260, 38815, 38816, 38828, 38829, 38830, 38832, 38833 or 38834 applies (H) (Anaes.) (Assist.)",1677.05,
38832,"Thoracotomy or thoracoscopy, with pulmonary decortication, other than a service associated with a service to which item 18258, 18260, 38815, 38816, 38828, 38829, 38830, 38831, 38833 or 38834 applies (H) (Anaes.) (Assist.)",1787.15,
38833,"Thoracotomy or thoracoscopy, with pleurectomy or pleurodesis, other than a service associated with a service to which item 18258, 18260, 38815, 38816, 38828, 38829, 38830, 38831, 38832 or 38834 applies (H) (Anaes.) (Assist.)",1118.05,
38834,"Thoracotomy and radical extra pleural pneumonectomy or radical lung preserving decortication and pleurectomy for malignancy, other than a service associated with a service to which item 18258, 18260, 38815, 38816, 38828, 38829, 38830, 38831, 38832 or 38833 applies (H) (Anaes.) (Assist.)",4140.45,
38837,"Mediastinum, cervical exploration of, with or without biopsy, other than a service associated with a service to which item 18258, 18260, 38815, 38816 or 38828 applies (H) (Anaes.) (Assist.)",423.55,
38838,"Thoracotomy or thoracoscopy or sternotomy, for removal of thymus or mediastinal tumour, other than a service associated with a service to which item 18258, 18260, 38815, 38816 or 38828 applies (H) (Anaes.) (Assist.)",1380.60,
38839,"Pericardium, subxiphoid open surgical drainage of, other than a service associated with a service to which item 18258, 18260, 38815, 38816, 38828 or 38840 applies (H) (Anaes.) (Assist.)",669.30,
38840,"Pericardium, transthoracic (thoracotomy or thoracoscopy) open surgical drainage of, other than a service associated with a service to which item 18258, 18260, 38815, 38816, 38828 or 38839 applies (H) (Anaes.) (Assist.)",999.30,
38841,"Pericardiectomy via sternotomy or thoracoscopy or anterolateral thoracotomy without cardiopulmonary bypass, other than a service associated with a service to which item 18258, 18260, 38815, 38816 or 38828 applies (H) (Anaes.) (Assist.)",1787.15,
38842,"Pericardiectomy via sternotomy or anterolateral thoracotomy with cardiopulmonary bypass, other than a service associated with a service to which item 18258, 18260, 38815, 38816 or 38828 applies (H) (Anaes.) (Assist.)",2500.20,
38845,"Sternal wire or wires, removal of, other than a service associated with a service to which item 18258, 18260, 38815, 38816 or 38828 applies (H) (Anaes.)",321.30,
38846,"Pectus excavatum or pectus carinatum, repair or radical correction of, other than a service associated with a service to which item 18258, 18260, 38815, 38816, 38828, 38847, 38848 or 38849 applies (H) (Anaes.) (Assist.)",1668.50,
38847,"Pectus excavatum, repair of, with implantation of subcutaneous prosthesis, other than a service associated with a service to which item 18258, 18260, 38815, 38816, 38828, 38846, 38848 or 38849 applies (H) (Anaes.) (Assist.)",889.30,
38848,"Pectus excavatum, repair of, with insertion of a concave bar, by any method, other than a service associated with a service to which item 18258, 18260, 38815, 38816, 38828, 38846 or 38847 applies (H) (Anaes.) (Assist.)",1334.80,
38849,"Pectus excavatum, removal of a concave bar, by any method, not being a service associated with a service to which item 18258, 18260, 38815, 38816, 38828, 38846 or 38847 applies (H) (Anaes.) (Assist.)",667.35,
38850,"Sternotomy wound, debridement of, not involving reopening of the mediastinum, other than a service associated with a service to which item 18258, 18260, 38815, 38816, 38828 or 38851 applies (H) (Anaes.)",380.85,
38851,"Sternotomy wound, debridement of, involving curettage of infected bone, with or without removal of wires, but not involving reopening of the mediastinum, other than a service associated with a service to which item 18258, 18260, 38815, 38816, 38828 or 38850 applies (H) (Anaes.)",413.90,
38852,"Sternum, reoperation on, for dehiscence or infection involving reopening of the mediastinum, with or without rewiring, other than a service associated with a service to which item 18258, 18260, 38815, 38816, 38828 or 38853 applies (H) (Anaes.) (Assist.)",1117.60,
38853,"Sternum and mediastinum, reoperation for infection of, involving muscle advancement flaps and/or greater omentum, other than a service associated with a service to which item 18258, 18260, 38815, 38816, 38828 or 38852 applies (H) (Anaes.) (Assist.)",1752.05,
38857,"Chest wall resection, sternum and/or ribs without reconstruction, other than a service associated with a service to which item 18258, 18260, 38815, 38816, 38824, 38828 or 38858 applies (H) (Anaes.) (Assist.)",2117.60,
38858,"Chest wall resection, sternum and / or ribs with reconstruction, other than a service associated with a service to which item 18258, 18260, 38815, 38816, 38824, 38828 or 38857 applies (H) (Anaes.) (Assist.)",2760.20,
38859,"Plating of multiple ribs for flail segment, other than a service associated with a service to which item 18258, 18260, 38815, 38816 or 38828 applies (H) (Anaes.) (Assist.)",1118.05,
38864,"Intrathoracic operations on heart, lungs, great vessels, bronchial tree, oesophagus or mediastinum, or on more than one of those organs, not being a service to which another item in this Group applies, other than a service associated with a service to which item 18258, 18260 or 38828 applies (H) (Anaes.) (Assist.)",1787.15,
39000,LUMBAR PUNCTURE (Anaes.),87.80,
39007,"Procedure to obtain access to intracranial space (including subdural space, ventricle or basal cistern), percutaneously or by burr-hole (H) (Anaes.)",185.95,
39013,"Injection of one or more zygo-apophyseal or costo-transverse joints with one or more of contrast media, local anaesthetic or corticosteroid under image guidance (Anaes.)",127.30,
39014,"Medial branch block of one or more primary posterior rami, injection of an anaesthetic agent under image guidance (Anaes.)",145.65,
39015,"Intracranial parenchymal pressure monitoring device, insertion of—including burr hole (excluding after care) (Anaes.)",438.65,
39018,"Cerebrospinal reservoir, ventricular reservoir or external ventricular drain, insertion of, with or without stereotaxy (Anaes.) (Assist.)",964.35,
39100,"Injection of primary branch of trigeminal nerve (ophthalmic, maxillary or mandibular branches) with alcohol, cortisone, phenol, or similar neurolytic substance, under image guidance (Anaes.)",277.15,
39109,"Trigeminal gangliotomy by radiofrequency, balloon or glycerol, including stereotaxy (H) (Anaes.) (Assist.)",1653.70,
39110,"Left lumbar percutaneous zygapophyseal joint denervation by radio-frequency probe, or cryoprobe, using radiological imaging control Applicable to one or more services provided in a single attendance, for not more than 3 attendances in a 12 month period (Anaes.)",312.65,
39111,"Right lumbar percutaneous zygapophyseal joint denervation by radio-frequency probe, or cryoprobe, using radiological imaging control Applicable to one or more services provided in a single attendance, for not more than 3 attendances in a 12 month period (Anaes.)",312.65,
39113,"Cranial nerve, neurectomy or intracranial decompression of, using microsurgical techniques, including stereotaxy and cranioplasty (Anaes.) (Assist.)",2774.15,
39116,"Left thoracic percutaneous zygapophyseal joint denervation by radio-frequency probe or cryoprobe using radiological imaging control Applicable to one or more services provided in a single attendance, for not more than 3 attendances in a 12 month period (Anaes.)",347.45,
39117,"Right thoracic percutaneous zygapophyseal joint denervation by radio-frequency probe, or cryoprobe, using radiological imaging control Applicable to one or more services provided in a single attendance, for not more than 3 attendances in a 12 month period (Anaes.)",347.45,
39118,"Left cervical percutaneous zygapophyseal joint denervation by radio-frequency probe, or cryoprobe, using radiological imaging control Applicable to one or more services provided in a single attendance, for not more than 3 attendances in a 12 month period (Anaes.)",382.15,
39119,"Right cervical percutaneous zygapophyseal joint denervation by radio-frequency probe, or cryoprobe, using radiological imaging control Applicable to one or more services provided in a single attendance, for not more than 3 attendances in a 12 month period (Anaes.)",382.15,
39121,Percutaneous cordotomy (H) (Anaes.) (Assist.),736.95,
39124,"CORDOTOMY OR MYELOTOMY, partial or total laminectomy for, or operation for dorsal root entry zone (Drez) lesion (Anaes.) (Assist.)",1886.10,
39125,"Spinal catheter, insertion or replacement of, and connection to a subcutaneous implanted infusion pump, for the management of chronic pain, including cancer pain (H) (Anaes.) (Assist.)",347.70,
39126,"All of the following:(a) infusion pump, subcutaneous implantation or replacement of;(b) connection of the pump to a spinal catheter;(c) filling of reservoir with a therapeutic agent or agents;with or without programming the pump, for the management of chronic pain, including cancer pain (H) (Anaes.) (Assist.)",422.15,
39127,"Subcutaneous reservoir and spinal catheter, insertion of, for the management of chronic pain, including cancer pain (H) (Anaes.)",552.60,
39128,"All of the following:(a) infusion pump, subcutaneous implantation of;(b) spinal catheter, insertion of;(c) connection of pump to catheter;(d) filling of reservoir with a therapeutic agent or agents;with or without programming the pump, for the management of chronic pain, including cancer pain (H) (Anaes.) (Assist.)",769.80,
39129,"Peripheral lead or leads, percutaneous placement of, including intraoperative test stimulation, for the management of chronic neuropathic pain (H) (Anaes.) (Assist.)",707.75,
39130,"Epidural lead or leads, percutaneous placement of, including intraoperative test stimulation, for the management of chronic neuropathic pain or pain from refractory angina pectoris (H) (Anaes.) (Assist.)",786.40,
39131,"Epidural or peripheral nerve electrodes (management, adjustment, or reprogramming of neurostimulator), with a medical practitioner attending, for the management of chronic neuropathic pain or pain from refractory angina pectoris—each day",149.10,
39133,"Either:(a) subcutaneously implanted infusion pump, removal of; or(b) spinal catheter, removal or repositioning of;for the management of chronic pain, including cancer pain (H) (Anaes.)",185.95,
39134,"Neurostimulator or receiver, subcutaneous placement of, including placement and connection of extension wires to epidural or peripheral nerve electrodes, for the management of chronic neuropathic pain or pain from refractory angina pectoris (H) (Anaes.) (Assist.)",397.25,
39135,"Neurostimulator or receiver that was inserted for the management of chronic neuropathic pain or pain from refractory angina pectoris, open surgical removal of, performed in the operating theatre of a hospital (H) (Anaes.) (Assist.)",185.95,
39136,"Epidural or peripheral nerve lead that was implanted for the management of chronic neuropathic pain or pain from refractory angina pectoris, open surgical removal of, performed in the operating theatre of a hospital (H) (Anaes.) (Assist.)",185.95,
39137,"Epidural or peripheral nerve lead that was implanted for the management of chronic neuropathic pain or pain from refractory angina pectoris, open surgical repositioning of, to correct displacement or unsatisfactory positioning, including intraoperative test stimulation, other than a service to which item 39130, 39138 or 39139 applies (H) (Anaes.) (Assist.)",706.20,
39138,"Peripheral nerve lead or leads, surgical placement of, including intraoperative test stimulation, for the management of chronic neuropathic pain where the leads are intended to remain in situ long term (H) (Anaes.) (Assist.)",786.40,
39139,"Epidural lead, surgical placement of one or more of by partial or total laminectomy, including intraoperative test stimulation, for the management of chronic neuropathic pain or pain from refractory angina pectoris (H) (Anaes.) (Assist.)",1055.85,
39140,"Epidural catheter, insertion of, under imaging control, with epidurogram and epidural therapeutic injection for lysis of adhesions (H) (Anaes.)",341.65,
39141,"Epidural or peripheral nerve electrodes (management, adjustment, or reprogramming of neurostimulator), with a medical practitioner attending remotely by video conference, for the management of chronic neuropathic pain or pain from refractory angina pectoris—each day",149.10,
39300,"Nerve, digital or cutaneous, primary repair of, using microsurgical techniques, other than a service associated with a service to which item 39330 applies—applicable once per nerve (H) (Anaes.) (Assist.)",412.25,
39303,"Nerve, digital or cutaneous, delayed repair of, using microsurgical techniques, including either or both of the following (if performed): (a) neurolysis; (b) transposition of nerve to facilitate repair; other than a service associated with a service to which item 30023 applies that is performed at the same site—applicable once per nerve (H) (Anaes.) (Assist.)",543.75,
39306,"Nerve trunk, primary repair of, using microsurgical techniques, other than a service associated with a service to which item 39330 applies (H) (Anaes.) (Assist.)",789.50,
39307,"Reconstruction of nerve trunk using biological or synthetic nerve conduit, using microsurgical techniques, other than a service associated with a service to which item 39330 applies (H) (Anaes.) (Assist.)",961.40,
39309,"Nerve trunk, delayed repair of, using microsurgical techniques, including either or both of the following (if performed): (a) neurolysis; (b) transposition of nerve or nerve transfer to facilitate repair; other than a service associated with: (c) a service to which item 39321 applies; or (d) a service to which item 30023 applies that is performed at the same site (H) (Anaes.) (Assist.)",833.40,
39312,"Nerve trunk, internal (interfascicular), neurolysis of, using microsurgical techniques, other than a service associated with a service to which item 30023 applies that is performed at the same site (H) (Anaes.) (Assist.)",464.95,
39315,"Nerve trunk, nerve graft to, by cable graft, using microsurgical techniques, including any of the following (if performed): (a) harvesting of nerve graft; (b) proximal and distal anastomosis of nerve graft; (c) transposition of nerve to facilitate grafting; (d) neurolysis; other than a service associated with: (e) a service to which item 39330 applies; or (f) a service to which item 30023 applies that is performed at the same site (H) (Anaes.) (Assist.)",1201.80,
39318,"Nerve, digital or cutaneous, nerve graft to, using microsurgical techniques, including either or both of the following (if performed): (a) harvesting of nerve graft from separate donor site; (b) proximal and distal anastomosis of nerve graft; other than a service associated with a service to which item 39330 applies (H) (Anaes.) (Assist.)",745.80,
39319,"Reconstruction of digital or cutaneous nerve using biological or synthetic nerve conduit, using microsurgical techniques, other than a service associated with a service to which item 39330 applies (H) (Anaes.) (Assist.)",543.75,
39321,"Transposition of nerve, excluding the ulnar nerve at the elbow, other than a service associated with a service to which item 39330 applies (H) (Anaes.) (Assist.)",552.60,
39323,"Percutaneous denervation (excluding medial branch nerve) by cryotherapy or radiofrequency probe, other than a service to which another item applies, applicable not more than 6 times for a given nerve in a 12 month period (Anaes.)",322.85,
39324,Neurectomy or removal of tumour or neuroma from superficial peripheral nerve (Anaes.) (Assist.),322.85,
39327,"NEURECTOMY, NEUROTOMY or removal of tumour from deep peripheral or cranial nerve, by open operation, not being a service to which item 41575, 41576, 41578 or 41579 applies (Anaes.) (Assist.)",552.70,
39328,"Neurectomy, neurotomy or removal of tumour from deep peripheral nerve, by open operation, for upper limb surgery (H) (Anaes.) (Assist.)",552.70,
39329,"Extensive neurolysis of radial, median or ulnar nerve trunk nerve in the forearm or arm, other than a service associated with: (a) a service to which item 39303, 39309, 39312, 39315, 39318, 39324 or 39327 applies; or (b) a service to which item 30023 applies that is performed at the same site (H) (Anaes.) (Assist.)",412.25,
39330,"Neurolysis by open operation without transposition, other than a service associated with: (a) a service to which item 39321, 39328, 39329, 39332, 39336, 39339, 39342, 39345, 49774 or 49775 applies; or (b) a service to which item 30023 applies that is performed at the same site (H) (Anaes.) (Assist.)",322.85,
39331,"Carpal tunnel release, including division of transverse carpal ligament or release of median nerve, by any method, including either or both of the following (if performed): (a) synovectomy; (b) neurolysis; other than a service associated with: (c) a service to which item 46339 applies; or (d) a service to which item 30023 applies that is performed at the same site (Anaes.) (Assist.)",322.85,
39332,"Revision of carpal tunnel release, including division of transverse carpal ligament or release of median nerve, by any method, including either or both of the following (if performed): (a) synovectomy; (b) neurolysis; other than a service associated with: (c) a service to which item 46339 applies; or (d) a service to which item 30023 applies that is performed at the same site (H) (Anaes.) (Assist.)",484.35,
39336,"Ulnar nerve decompression at elbow or wrist (cubital tunnel or Guyon’s canal) without transposition, by any method, including neurolysis (if performed), other than a service associated with a service to which item 30023 applies that is performed at the same site (Anaes.) (Assist.)",322.85,
39339,"Revision of ulnar nerve decompression at elbow (cubital tunnel) without transposition, by any method, including neurolysis (if performed), other than a service associated with a service to which item 30023 applies that is performed at the same site (H) (Anaes.) (Assist.)",484.35,
39342,"Ulnar nerve decompression at elbow (cubital tunnel), including any of the following (if performed): (a) associated transposition; (b) subcutaneous or submuscular transposition of the nerve; (c) medial epicondylectomy; (d) ostetomy and reconstruction of the flexor origin; (e) neurolysis; other than a service associated with a service to which item 30023 applies that is performed at the same site (H) (Anaes.) (Assist.)",635.45,
39345,"Localised decompression of radial, median or ulnar nerve, or branches of, in the forearm for compressive neuropathy, including neurolysis (if performed), other than a service associated with a service to which item 30023 applies that is performed at the same site (H) (Anaes.) (Assist.)",322.85,
39503,"Facio-hypoglossal nerve or facio-accessory nerve, anastomosis of (Anaes.) (Assist.)",1114.10,
39604,"Any of the following procedures for intracranial haemorrhage or swelling: (a) craniotomy, craniectomy or burr-holes for removal of intracranial haemorrhage, including stereotaxy;(b) craniotomy or craniectomy for brain swelling, stroke, or raised intracranial pressure, including for subtemporal decompression, including stereotaxy; or(c) post-operative re-opening, including for swelling or post-operative cerebrospinal fluid leak. (Anaes.) (Assist.)",2092.30,
39610,"Fractured skull, without brain laceration or dural penetration, repair of (Anaes.) (Assist.)",1114.10,
39612,"Fractured skull, with brain laceration or dural penetration but without cerebrospinal fluid, rhinorrhoea or otorrhoea, repair of (Anaes.) (Assist.)",1307.15,
39615,"Fractured skull, after trauma, with cerebrospinal fluid rhinorrhoea or otorrhoea, repair of, including stereotaxy and dermofat graft (Anaes.) (Assist.)",2230.50,
39638,"Anterior or middle cranial fossa or cavernous sinus, tumour or vascular lesion, removal or radical excision of, including stereotaxy and cranioplasty—conjoint surgery, principal surgeon (Anaes.) (Assist.)",4966.20,
39639,"Anterior or middle cranial fossa or cavernous sinus, tumour or vascular lesion, removal or radical excision of, including stereotaxy and cranioplasty—conjoint surgery, co‑surgeon (Assist.)",3968.55,
39641,"Anterior or middle cranial fossa or cavernous sinus, tumour or vascular lesion, removal or radical excision of, including stereotaxy and cranioplasty - one surgeon (Anaes.) (Assist.)",5238.15,
39651,"Petro-clival, clival or foramen magnum tumour or vascular lesion, removal or radical excision of, including stereotaxy and cranioplasty - one surgeon (Anaes.) (Assist.)",6462.55,
39654,"Petro-clival, clival or foramen magnum tumour or vascular lesion, removal or radical excision of, including stereotaxy and cranioplasty—conjoint surgery, principal surgeon (Anaes.) (Assist.)",4966.20,
39656,"Petro clival, clival or foramen magnum tumour or vascular lesion, removal or radical excision of, including stereotaxy and cranioplasty—conjoint surgery, co surgeon (Assist.)",3968.55,
39700,"Skull tumour, benign or malignant, excision of, including stereotaxy and cranioplasty (Anaes.) (Assist.)",2114.15,
39703,"Intracranial tumour, cyst or other brain tissue, either or both of: (a) burr hole and biopsy of; (b) drainage of; including stereotaxy (Anaes.) (Assist.)",1697.65,
39710,"Intracranial tumour, one or more, biopsy, drainage, decompression or removal of, through a single craniotomy, including stereotaxy and cranioplasty (Anaes.) (Assist.)",2827.05,
39712,"Transcranial tumour removal or biopsy of one or more of any of the following: (a) meningioma; (b) pinealoma; (c) cranio pharyngioma; (d) pituitary tumour; (e) intraventricular lesion; (f) brain stem lesion; (g) any other intracranial tumour; by any means (with or without endoscopy), through a single craniotomy, including stereotaxy and cranioplasty (Anaes.) (Assist.)",4318.25,
39715,"Pituitary tumour, removal of, by transphenoidal approach, including stereotaxy and dermis, dermofat or fascia grafting, other than a service associated with a service to which item 40600 applies (Anaes.) (Assist.)",3151.60,
39718,"Arachnoidal cyst, craniotomy for, including stereotaxy and neuroendoscopy (Anaes.) (Assist.)",1903.70,
39720,Awake craniotomy for functional neurosurgery (Anaes.) (Assist.),4039.70,
39801,"Aneurysm, clipping, proximal ligation, or reinforcement of sac, including stereotaxy and cranioplasty (Anaes.) (Assist.)",6462.55,
39803,"Intracranial arteriovenous malformation or fistula, treatment through a craniotomy, including stereotaxy, cranioplasty and all angiography (Anaes.) (Assist.)",6462.55,
39815,"Carotid‑cavernous fistula, obliteration of—combined cervical and intracranial procedure (H) (Anaes.) (Assist.)",2131.60,
39818,"Intracranial vascular bypass using indirect techniques, including stereotaxy (Anaes.) (Assist.)",2829.20,
39821,"Intracranial vascular bypass using direct anastomosis techniques, including stereotaxy (Anaes.) (Assist.)",4030.90,
39900,"Intracranial infection, treated by burr hole, including stereotaxy, other than a service associated with a service to which item 40600 applies (Anaes.) (Assist.)",1697.65,
39903,"Intracranial infection, treated by craniotomy, including stereotaxy, other than a service associated with a service to which item 40600 applies (Anaes.) (Assist.)",2548.55,
39906,"Osteomyelitis of skull or removal of infected bone flap, craniectomy for, other than a service associated with a service to which item 40600 applies (Anaes.) (Assist.)",929.85,
40004,"Ventricular, lumbar or cisternal shunt diversion, insertion or revision of, including stereotaxy (Anaes.) (Assist.)",1930.05,
40012,"Endoscopic ventriculostomy for treatment of cerebrospinal fluid circulation disorders, including stereotaxy (Anaes.) (Assist.)",1995.85,
40018,"Lumbar cerebrospinal fluid drain, insertion of, other than a service associated with a service to which item 22053 applies (H) (Anaes.)",185.95,
40104,"Spinal myelomeningocele or spinal meningocele, excision and closure of, other than a service associated with a service to which item 40600 applies (Anaes.) (Assist.)",1184.30,
